Marketing_Spend,Seasonality_Index,Product_Price,Promotion_Discount,Competitor_Price,Weekly_Sales
2085.72,1.25,68.92,0.27,73.35,485
5147.01,1.05,14.34,0.47,13.04,808
2857.0,0.8,30.59,0.35,24.49,636
4278.43,0.62,95.4,0.41,93.29,555
5530.76,0.76,11.32,0.18,8.38,776
7213.55,1.03,21.26,0.27,15.18,937
1353.81,1.12,97.33,0.44,95.71,461
8194.69,0.87,82.66,0.38,77.19,726
6651.1,0.6,74.31,0.26,73.22,616
1735.83,0.76,96.04,0.31,93.51,398
8862.21,0.76,25.95,0.31,20.17,834
9287.85,1.04,51.65,0.22,60.32,831
1549.7,0.6,25.74,0.13,28.46,539
3491.9,0.79,76.72,0.06,73.75,502
8255.81,0.84,86.5,0.11,90.02,694
7734.34,1.03,87.58,0.43,81.88,655
2660.69,0.8,48.6,0.27,48.59,572
2884.14,0.65,81.16,0.04,80.17,498
4334.25,0.53,96.08,0.16,93.97,595
5360.71,0.67,65.69,0.21,61.88,585
6564.29,1.32,86.75,0.07,90.43,663
4320.22,0.85,79.82,0.21,88.18,536
5162.81,1.04,38.68,0.11,36.27,673
7727.24,0.99,92.19,0.11,90.87,780
1330.15,0.78,85.96,0.34,94.88,472
3271.93,1.34,31.66,0.23,35.17,627
7420.15,1.44,16.74,0.28,22.52,872
9056.86,0.71,55.85,0.24,55.15,904
5605.1,1.31,28.14,0.42,28.93,699
5789.02,1.26,54.31,0.45,52.83,651
1964.55,1.34,88.84,0.13,97.24,487
5026.71,0.91,16.41,0.36,17.38,708
5793.56,1.19,22.95,0.02,21.33,728
3182.23,0.69,25.45,0.18,34.11,550
3423.19,1.47,85.44,0.12,77.36,605
4395.56,1.22,17.83,0.44,14.19,704
1180.64,0.58,37.97,0.39,37.11,522
3898.71,1.38,13.48,0.06,14.16,606
2903.03,1.46,79.51,0.11,76.45,585
3947.48,0.83,67.67,0.42,72.24,543
2077.86,1.04,26.57,0.29,33.11,568
9014.75,1.49,30.74,0.06,26.42,879
6342.33,0.95,20.65,0.04,20.8,825
7111.92,1.17,56.18,0.41,56.55,721
8102.54,0.95,18.86,0.04,16.34,945
5485.98,0.58,25.07,0.21,25.03,752
1782.28,1.01,54.73,0.48,52.0,463
5833.96,1.33,76.11,0.48,71.82,759
6281.57,0.54,35.34,0.02,39.45,647
7708.96,0.94,30.11,0.0,38.49,839
4884.94,1.32,77.92,0.49,70.96,579
2148.22,0.85,32.75,0.23,34.91,613
3553.98,1.48,72.22,0.25,61.38,572
4267.74,0.88,56.43,0.49,61.81,580
6813.26,1.28,55.54,0.31,59.61,726
6137.0,0.75,53.4,0.25,63.07,794
4204.87,0.83,17.15,0.35,20.97,817
9878.64,1.22,96.93,0.32,105.74,856
6451.97,0.56,52.02,0.22,52.52,726
3135.04,0.59,47.76,0.31,56.96,431
1916.04,0.77,18.49,0.06,13.74,553
2375.73,0.75,47.19,0.46,49.35,497
3213.62,0.57,77.09,0.02,82.91,476
2446.13,1.47,28.69,0.07,28.24,628
2679.1,0.79,70.41,0.09,74.07,561
3565.86,1.22,77.33,0.41,75.19,584
2560.36,0.89,66.08,0.31,62.35,475
9070.89,1.49,97.84,0.0,95.49,734
1722.1,0.64,49.43,0.48,49.2,534
5720.6,0.87,37.64,0.48,39.7,707
4693.57,0.93,13.12,0.39,7.46,723
9841.41,1.22,32.21,0.02,35.0,935
2008.35,1.0,73.44,0.1,73.32,521
4580.7,1.25,37.52,0.32,33.53,722
9725.23,1.34,37.76,0.38,37.28,925
8789.56,0.79,73.8,0.42,84.97,776
8353.65,1.3,62.03,0.48,63.85,747
3321.13,0.99,48.79,0.29,52.63,666
2537.99,0.58,15.39,0.2,9.91,612
7017.79,0.8,22.12,0.15,11.76,933
9364.38,1.3,50.88,0.17,48.66,863
6010.87,0.89,63.02,0.45,64.11,614
6144.51,0.59,45.72,0.21,44.37,797
3519.81,1.14,31.3,0.43,28.26,687
7925.44,1.35,85.82,0.22,88.39,802
2683.39,0.63,74.68,0.42,71.93,525
3913.11,1.04,91.28,0.32,86.06,605
4828.93,0.71,92.57,0.03,93.3,559
5568.49,0.84,68.98,0.41,68.1,647
3181.69,0.91,45.49,0.08,51.65,548
2033.53,0.51,52.84,0.4,44.64,549
6495.58,0.86,15.83,0.42,15.31,803
3597.67,0.81,20.47,0.15,12.59,715
6231.14,1.17,33.5,0.5,29.03,781
2389.26,1.38,25.0,0.26,31.88,635
5330.26,0.61,20.48,0.08,16.49,774
5793.3,0.98,50.6,0.35,42.74,729
1466.41,0.78,58.58,0.14,57.0,470
4029.44,1.49,83.75,0.07,83.96,489
2209.73,1.28,56.11,0.41,56.35,561
1570.37,0.62,52.64,0.4,54.31,580
9909.64,0.87,38.94,0.02,46.71,791
3901.18,0.61,82.32,0.15,84.52,575
8288.87,1.29,70.33,0.49,67.18,794
3291.77,0.99,26.14,0.34,26.96,664
7133.52,1.15,57.77,0.39,48.73,741
7842.05,1.07,24.32,0.24,23.11,839
6360.75,0.68,73.59,0.26,80.13,723
5244.19,0.51,37.89,0.01,44.73,672
4706.57,1.37,57.26,0.37,62.26,592
4139.81,0.59,11.48,0.11,8.93,710
9365.76,1.29,87.31,0.36,91.3,764
8475.57,0.69,45.61,0.43,42.31,712
9685.24,1.35,11.6,0.34,3.36,950
2118.68,1.09,16.5,0.32,27.8,594
7577.81,0.9,82.58,0.36,82.81,670
9445.06,1.16,80.68,0.18,87.37,808
2631.1,0.77,21.93,0.08,28.36,559
1598.47,0.92,74.53,0.26,74.7,454
7670.09,1.32,59.09,0.11,58.04,657
6170.26,0.51,78.23,0.14,75.86,651
8576.46,0.73,34.2,0.5,38.22,899
2257.95,1.24,16.43,0.11,18.79,510
8157.41,1.22,23.17,0.2,24.51,889
2814.65,0.66,94.09,0.41,95.19,575
2472.9,1.48,30.93,0.19,29.54,631
2478.39,1.18,95.89,0.35,100.43,384
8331.17,0.87,53.02,0.28,44.35,839
6986.77,0.85,50.35,0.14,55.57,812
5707.59,1.02,97.2,0.27,94.09,646
4229.47,0.54,28.69,0.47,33.89,577
8894.8,1.21,74.02,0.05,73.18,853
4532.01,0.57,21.15,0.21,19.6,768
8349.39,1.15,88.25,0.44,91.18,728
4952.21,1.3,13.8,0.03,14.52,717
4392.5,1.41,79.36,0.19,87.02,620
5164.12,0.65,32.52,0.49,31.08,593
3712.4,1.25,63.78,0.1,68.8,664
7728.48,1.48,86.9,0.48,81.7,800
5524.48,0.57,76.29,0.34,71.78,666
3089.91,0.53,96.25,0.07,104.73,491
9096.17,0.71,86.78,0.13,81.13,851
4455.02,0.71,47.42,0.46,47.52,648
5891.98,0.82,43.72,0.22,48.41,695
9158.25,1.42,78.6,0.4,83.26,730
6618.14,1.18,36.21,0.11,32.22,747
2052.08,0.51,42.82,0.2,35.59,561
9458.49,1.0,86.09,0.46,81.09,763
6649.37,1.38,22.04,0.04,15.32,786
4014.15,1.03,11.99,0.41,11.86,715
2253.45,0.69,95.78,0.44,94.65,487
8146.23,1.45,29.47,0.08,30.01,819
6580.65,0.81,23.24,0.14,20.94,745
5801.15,0.85,62.95,0.49,63.52,603
9045.03,0.86,90.48,0.34,93.78,753
8097.37,0.89,45.55,0.3,49.63,864
2365.07,1.21,71.95,0.2,60.3,574
3805.5,0.81,66.52,0.26,68.76,557
3236.4,0.97,47.06,0.33,46.8,570
7695.52,0.76,17.93,0.35,16.36,803
1301.79,1.01,93.49,0.5,88.78,428
6129.01,1.45,98.06,0.42,98.25,590
7862.13,0.79,59.16,0.44,58.6,808
8890.89,1.32,20.85,0.14,26.71,978
4078.74,0.72,73.85,0.13,70.51,553
8391.32,0.64,15.9,0.2,13.03,916
1995.69,0.59,63.31,0.15,57.22,501
8618.07,1.48,53.95,0.17,50.72,935
2147.4,1.07,14.68,0.32,3.59,634
4575.59,1.01,23.84,0.32,23.27,724
8175.66,0.51,22.46,0.26,25.63,838
2349.26,0.98,73.94,0.31,74.9,496
3063.26,1.16,78.71,0.45,84.85,472
7500.27,0.91,18.91,0.23,25.46,944
7480.33,0.63,41.53,0.3,32.33,742
6770.33,0.77,21.6,0.24,20.0,797
7245.54,1.21,92.52,0.11,79.37,691
5884.52,0.98,15.33,0.47,16.94,807
3266.19,0.98,46.28,0.16,38.87,558
4111.26,0.54,31.66,0.08,40.37,671
2634.38,1.03,94.26,0.36,100.36,413
9176.06,0.92,88.9,0.24,85.23,807
6250.53,1.38,42.18,0.34,42.61,832
4607.66,0.88,49.13,0.15,51.26,653
5158.05,1.11,18.21,0.47,11.74,790
9525.55,1.44,45.79,0.46,50.16,998
2380.16,1.07,59.76,0.37,65.25,462
6276.07,0.53,43.4,0.24,39.53,695
5553.0,0.6,17.63,0.12,22.19,705
6503.09,1.47,29.2,0.45,24.08,769
1162.99,1.05,34.11,0.15,36.92,528
8849.12,0.69,79.33,0.43,78.0,810
9389.06,1.07,28.31,0.27,25.78,940
6086.2,1.46,72.18,0.17,73.47,744
7269.86,0.54,38.22,0.29,43.92,826
9302.49,1.03,19.98,0.22,17.72,985
7365.15,0.64,55.17,0.17,56.43,755
2372.85,0.95,84.26,0.43,87.94,511
6186.6,1.15,37.36,0.03,35.89,713
6460.44,0.96,62.89,0.29,59.57,779
4817.18,1.46,84.47,0.36,80.12,661
7628.0,1.08,34.04,0.04,29.06,826
9409.3,1.46,18.26,0.26,15.35,1030
9330.12,0.81,30.23,0.29,39.21,928
5057.55,0.52,87.23,0.27,77.81,653
2019.14,0.65,39.55,0.49,41.85,445
9863.57,0.57,25.95,0.31,25.81,1019
8550.08,1.24,55.39,0.37,52.39,866
2121.96,0.69,65.62,0.27,62.53,476
9287.58,1.26,51.61,0.39,50.17,806
8829.07,1.04,39.15,0.49,37.52,861
5669.54,0.72,54.3,0.35,54.2,696
6321.48,1.11,91.3,0.15,100.14,668
4591.02,0.51,68.25,0.43,60.98,663
1492.85,0.83,48.83,0.13,40.78,522
4016.78,1.28,83.32,0.4,77.69,653
8225.68,1.25,10.18,0.47,1.95,982
1041.69,1.29,27.68,0.19,31.64,501
4001.49,1.09,58.39,0.46,53.87,578
4583.52,1.07,69.01,0.16,67.61,597
5836.56,0.91,54.33,0.31,64.29,720
9278.7,1.45,68.55,0.48,62.65,857
4117.11,1.45,65.03,0.47,70.52,567
4122.58,0.51,60.81,0.02,62.31,608
7637.51,1.46,23.01,0.44,18.03,860
5069.96,1.37,49.8,0.05,41.04,671
3021.44,1.11,49.57,0.03,49.44,568
5071.96,0.82,30.58,0.42,34.1,683
2267.71,0.92,90.53,0.09,96.07,466
2587.48,1.35,89.15,0.23,94.67,437
5485.31,0.65,37.19,0.37,30.46,688
4770.33,1.12,29.6,0.31,40.49,656
9233.61,0.73,45.28,0.03,39.47,814
4261.55,0.88,13.11,0.36,14.71,768
6225.3,0.5,90.75,0.3,84.05,598
6690.38,1.47,27.22,0.32,26.58,755
1117.85,0.61,30.16,0.39,36.47,451
6971.84,1.26,50.42,0.18,50.99,796
2602.32,1.06,61.98,0.38,71.58,523
9649.63,1.33,49.51,0.11,51.67,873
2337.96,1.02,55.24,0.36,56.38,460
4731.62,1.48,88.67,0.34,91.28,588
1768.15,1.11,83.46,0.3,81.56,363
9971.87,1.12,11.0,0.34,10.44,1071
5519.76,1.42,53.47,0.19,56.23,722
6358.47,0.76,76.32,0.12,76.66,685
1603.69,0.86,72.77,0.03,68.76,500
7749.64,1.16,42.16,0.42,38.81,852
2889.15,0.64,71.52,0.39,80.34,540
9082.49,1.31,67.01,0.27,65.15,798
2846.26,1.09,33.43,0.39,34.61,538
2716.19,1.25,28.9,0.38,28.09,558
1328.95,1.49,16.48,0.36,16.95,561
5248.6,1.48,49.24,0.47,40.06,859
6083.57,0.95,56.6,0.46,55.64,718
1591.38,0.78,13.54,0.22,11.0,625
7979.75,1.13,46.17,0.15,45.57,801
5079.6,1.21,18.21,0.47,20.29,789
5719.51,0.79,16.77,0.46,11.08,768
4966.86,0.78,35.84,0.43,31.23,624
4606.87,0.71,56.81,0.48,60.47,619
6036.76,1.41,64.98,0.16,62.53,738
2397.16,0.6,60.78,0.43,56.02,472
2637.35,0.75,96.72,0.02,88.83,408
8756.07,1.12,30.36,0.15,23.49,925
9515.04,0.97,50.1,0.22,40.01,881
4359.78,0.62,55.1,0.39,53.7,582
3436.7,0.79,28.65,0.18,29.01,644
6796.0,0.91,32.19,0.0,32.4,771
4678.61,1.46,68.45,0.37,63.13,603
1228.48,0.9,87.25,0.29,86.23,324
2405.37,0.62,47.05,0.43,59.13,468
7443.75,1.47,63.07,0.13,60.88,809
6930.32,0.93,98.48,0.09,95.36,714
1243.86,0.64,79.93,0.23,78.93,411
2997.75,1.11,20.05,0.23,16.8,656
3079.67,1.31,99.95,0.17,103.65,517
7047.03,1.21,72.6,0.42,58.01,749
1177.39,0.81,24.29,0.28,21.05,503
1936.98,0.74,30.94,0.39,29.27,542
8199.24,1.38,70.63,0.12,63.11,820
2606.9,0.69,85.59,0.27,86.76,421
6874.71,1.26,56.83,0.42,54.63,729
3143.65,0.52,61.37,0.32,63.94,607
1894.97,0.92,27.62,0.48,23.84,518
3188.55,1.48,65.17,0.44,64.13,498
7500.4,1.13,62.33,0.2,64.75,765
8701.27,0.81,49.42,0.27,46.04,777
8471.98,1.2,14.87,0.44,14.15,918
4574.65,0.85,69.54,0.18,59.73,633
7012.77,1.44,56.69,0.19,57.98,699
2844.86,0.73,53.74,0.26,51.9,572
3638.33,0.82,96.81,0.25,100.15,483
9067.02,1.19,61.94,0.24,63.01,809
1117.02,1.3,93.82,0.41,91.09,376
1769.58,1.08,71.82,0.21,72.34,505
2870.98,0.79,27.56,0.01,23.11,587
1238.79,1.07,60.1,0.47,60.57,476
2632.92,0.72,77.22,0.05,73.92,530
6247.37,0.56,77.21,0.1,81.22,643
4792.82,1.42,20.24,0.08,22.72,693
9034.05,0.98,19.29,0.29,19.55,935
8356.99,0.98,12.04,0.05,18.13,870
4076.36,1.24,68.44,0.44,63.21,489
3334.81,1.06,45.56,0.06,43.84,634
4417.23,0.95,81.62,0.31,84.09,532
6312.65,1.29,88.63,0.15,89.27,617
3412.57,0.98,79.31,0.37,76.16,539
6617.34,1.41,55.26,0.02,54.14,751
4684.7,0.81,55.24,0.28,58.8,510
5968.42,0.53,22.76,0.33,25.04,693
4925.14,0.65,65.93,0.19,69.32,622
3650.19,1.32,40.81,0.09,44.11,721
9536.08,1.43,17.02,0.01,15.76,1004
7872.45,0.58,69.82,0.06,64.53,718
2261.02,1.41,68.09,0.19,76.71,493
8816.21,1.44,12.99,0.17,15.71,918
5386.88,1.25,98.32,0.47,96.99,639
9050.97,1.26,16.24,0.07,17.37,898
8198.7,0.5,26.47,0.03,31.43,871
4826.92,0.72,73.58,0.06,73.23,607
1202.22,0.71,78.71,0.1,86.91,452
3418.1,1.08,38.91,0.3,33.66,557
5874.71,1.16,66.87,0.17,63.68,612
6701.3,1.4,40.05,0.22,34.4,833
3320.99,0.99,39.69,0.11,41.25,635
2254.2,1.0,93.54,0.41,89.29,434
8514.37,0.55,74.35,0.01,70.29,800
9859.62,1.5,56.56,0.18,46.65,968
5731.21,1.45,30.42,0.19,36.37,727
2545.11,0.57,37.72,0.37,31.54,572
3450.77,1.06,92.33,0.36,95.87,483
1165.52,0.85,59.81,0.48,64.93,427
9228.69,0.93,59.09,0.36,58.3,891
2059.76,1.15,41.98,0.44,37.06,549
6188.65,0.92,20.18,0.28,23.59,713
3466.5,1.0,55.62,0.21,51.02,488
5987.6,0.77,94.75,0.39,81.21,700
6862.78,0.58,70.28,0.24,64.48,744
8467.68,1.26,41.88,0.36,34.57,927
2857.79,0.88,82.34,0.16,88.09,434
1098.96,1.39,90.4,0.37,95.61,402
2231.97,1.44,35.93,0.26,35.65,543
9100.17,0.59,37.64,0.1,30.59,877
8865.01,1.18,69.34,0.36,61.34,807
6376.72,1.32,57.35,0.15,65.78,728
6404.65,1.15,45.63,0.07,44.71,804
6985.33,0.83,28.21,0.46,32.0,726
2578.34,0.78,36.28,0.4,40.13,519
9229.71,0.96,34.91,0.05,39.09,923
4768.93,0.76,16.07,0.03,25.93,646
4448.25,1.4,15.58,0.44,18.08,724
5670.26,0.55,57.66,0.1,50.47,744
1422.69,0.61,75.55,0.42,79.03,376
2496.55,1.11,29.89,0.22,23.24,509
7642.3,1.16,81.33,0.26,83.68,754
1745.19,1.24,99.52,0.09,97.38,362
6428.37,0.78,81.78,0.5,87.33,649
3208.14,0.79,43.32,0.0,35.26,628
4503.66,0.91,81.45,0.42,86.65,542
3598.24,0.73,50.55,0.11,47.63,592
4201.05,0.88,37.31,0.12,40.96,752
7471.41,1.2,41.64,0.38,46.47,805
3674.1,1.0,69.92,0.15,64.85,529
6097.64,1.47,13.72,0.36,15.82,807
5284.45,1.08,87.25,0.15,88.3,701
6973.04,0.83,67.08,0.16,64.33,725
9431.47,0.68,92.42,0.32,93.26,831
7593.15,0.72,66.66,0.1,70.82,732
2934.46,0.52,79.22,0.33,79.85,476
1280.65,0.94,69.29,0.03,65.57,440
3360.38,1.46,64.91,0.06,57.01,694
6355.7,1.28,83.38,0.34,86.97,668
1462.83,0.8,37.07,0.34,32.46,453
5467.3,1.3,10.66,0.08,7.57,817
6371.59,1.43,50.71,0.12,47.91,666
4008.2,1.17,58.65,0.45,58.57,670
7938.21,1.01,57.97,0.37,60.8,734
1959.38,0.64,11.28,0.01,5.46,605
1676.24,0.58,61.84,0.13,59.28,502
7553.7,0.72,54.59,0.32,48.22,807
5459.42,1.16,67.35,0.06,58.86,693
7195.62,0.65,99.55,0.43,96.54,796
4913.45,1.03,30.37,0.43,25.97,753
3217.62,0.94,12.7,0.48,14.3,674
8371.92,1.13,98.01,0.07,98.24,835
8194.74,0.55,73.9,0.17,73.62,759
7252.27,1.48,32.82,0.47,24.51,842
3449.31,1.19,98.11,0.27,96.37,489
6312.08,1.22,18.71,0.31,17.83,751
4248.77,0.52,38.43,0.07,36.31,581
1824.24,0.58,46.32,0.4,45.26,531
9255.82,1.19,49.76,0.12,49.59,867
2231.37,0.61,46.35,0.03,44.08,569
9552.14,1.4,43.7,0.15,36.32,960
5014.05,1.12,36.69,0.21,23.28,736
2666.2,0.57,68.77,0.17,67.59,472
5877.11,1.11,90.91,0.23,90.41,729
8856.51,1.3,77.81,0.14,75.74,792
7590.02,1.3,28.33,0.02,29.08,831
8259.05,0.9,12.53,0.5,13.78,865
6929.05,0.96,54.32,0.46,59.23,720
7230.49,1.24,79.5,0.19,73.25,768
8642.76,1.37,90.62,0.13,94.68,755
3247.01,1.29,41.79,0.33,41.53,517
5404.82,1.1,52.11,0.43,53.3,712
2990.88,1.22,14.09,0.41,8.62,640
9889.01,1.15,27.09,0.37,36.07,917
9496.53,1.08,76.84,0.48,83.84,894
1354.84,1.42,37.73,0.15,35.14,466
7350.18,1.15,56.93,0.1,62.33,801
9327.23,0.88,39.32,0.33,36.31,924
2625.18,1.47,28.65,0.25,27.44,683
6111.51,1.45,86.16,0.17,76.72,759
9239.39,1.28,65.77,0.12,65.3,902
1305.51,0.53,48.2,0.41,48.99,528
7276.78,1.23,87.21,0.06,86.74,773
3676.14,0.53,17.53,0.1,14.96,622
9319.57,0.57,26.74,0.07,27.16,917
9739.52,0.85,14.56,0.33,20.89,962
9498.4,0.82,36.8,0.46,37.76,951
5267.93,1.06,81.54,0.03,82.89,627
8758.38,0.74,63.42,0.24,70.21,810
8600.94,0.7,36.89,0.35,35.03,953
3871.9,1.17,88.38,0.16,101.26,495
8460.24,0.94,41.22,0.04,48.02,899
1333.07,0.55,28.13,0.18,32.42,397
6366.43,0.94,84.8,0.42,70.8,744
3070.08,1.26,82.36,0.24,80.62,583
2085.1,0.57,59.46,0.04,60.63,510
1692.58,1.42,35.29,0.02,23.76,598
7266.6,0.98,49.37,0.19,53.09,735
4058.87,1.01,37.05,0.13,29.83,660
7522.9,0.8,18.22,0.04,21.48,853
1588.21,1.15,13.08,0.29,10.99,626
3837.61,0.52,27.98,0.11,26.58,624
5855.42,1.24,70.46,0.38,63.37,781
8116.51,0.6,28.85,0.21,25.17,815
3868.77,0.94,88.42,0.3,76.02,549
6633.02,0.65,69.35,0.37,72.08,673
8973.8,0.67,22.3,0.32,27.16,901
6542.77,0.96,81.92,0.44,80.64,608
3096.64,0.57,63.2,0.42,58.57,504
1219.61,0.65,83.99,0.24,82.21,473
8830.89,1.04,41.11,0.4,46.12,819
1191.42,1.2,81.82,0.08,90.56,401
8872.32,0.86,64.77,0.23,74.0,747
5760.43,1.37,90.96,0.05,87.13,687
9451.61,0.66,88.09,0.36,84.84,859
8189.05,1.06,76.4,0.22,83.27,801
9981.41,0.59,14.95,0.24,20.22,944
4156.41,0.67,33.91,0.37,33.3,681
7904.69,1.41,51.49,0.0,55.71,775
4617.38,1.49,32.2,0.5,31.15,723
5318.88,1.5,65.03,0.15,69.04,661
6647.55,1.3,12.75,0.04,13.13,840
8863.09,0.7,73.34,0.08,70.18,780
9856.75,0.79,10.11,0.38,11.42,1026
7914.46,0.59,96.89,0.43,96.11,677
4759.9,0.55,50.89,0.34,48.75,724
4792.21,1.23,57.37,0.33,52.26,652
7638.24,1.04,12.0,0.42,16.96,923
3148.99,1.16,86.39,0.45,86.01,446
1994.27,1.08,82.44,0.21,82.59,413
4191.6,0.51,28.18,0.23,28.64,578
3585.15,0.82,17.0,0.36,9.67,618
3666.77,1.19,38.36,0.14,38.15,682
3102.47,1.36,15.32,0.09,20.21,638
1378.84,0.65,16.77,0.43,22.02,542
1160.87,0.62,17.69,0.3,19.58,495
9889.5,1.46,46.67,0.01,44.09,976
4849.96,1.47,91.09,0.28,81.62,648
4458.94,1.25,15.68,0.42,18.73,742
7116.83,0.56,78.17,0.14,76.35,763
2964.28,1.13,10.44,0.4,17.35,595
9549.65,0.63,72.26,0.27,65.69,884
8077.11,1.35,54.02,0.39,50.53,817
1804.7,0.8,27.37,0.13,37.07,552
4758.23,0.98,88.61,0.01,91.25,629
8912.06,0.69,64.49,0.1,66.75,830
9502.59,1.23,91.1,0.37,93.87,765
5206.61,1.0,74.44,0.05,72.45,729
6520.7,1.21,27.12,0.19,24.94,772
2503.31,0.82,34.02,0.06,31.42,595
9920.52,0.88,71.61,0.17,71.89,896
3085.05,1.4,57.86,0.39,62.78,522
9484.59,0.75,68.16,0.48,68.19,782
6846.82,1.4,70.82,0.39,71.44,716
6469.63,0.58,45.47,0.2,44.91,731
5614.2,0.66,95.57,0.09,88.31,689
3076.03,1.16,69.95,0.34,74.76,581
2588.75,1.49,70.34,0.27,65.74,578
2984.38,1.43,17.78,0.16,14.6,734
2677.94,1.01,45.77,0.18,52.11,575
8016.26,1.03,95.39,0.43,95.0,703
4151.13,1.07,37.1,0.03,33.23,687
1520.58,1.29,30.58,0.29,33.83,574
9721.92,1.05,33.35,0.39,24.07,937
8954.07,0.62,15.68,0.33,15.3,906
9349.77,1.34,47.07,0.45,44.53,905
9954.17,1.39,75.15,0.42,75.63,891
2565.06,1.42,55.49,0.14,56.04,565
4566.18,0.92,81.65,0.23,86.41,560
7824.15,0.72,18.38,0.04,23.88,878
7264.19,0.62,66.95,0.01,77.81,646
2385.06,1.02,63.55,0.29,55.9,518
8342.5,0.78,61.16,0.07,65.44,711
3019.97,0.93,48.99,0.4,41.95,483
3014.36,0.6,95.75,0.32,96.03,545
5832.77,0.7,12.49,0.23,21.18,756
6336.46,0.94,92.98,0.23,97.84,607
6220.78,0.68,92.86,0.27,93.76,701
1823.38,0.73,99.74,0.18,92.93,470
8897.15,0.52,85.45,0.36,86.67,718
3390.4,0.57,92.91,0.25,94.82,488
2165.63,0.62,20.67,0.28,24.48,644
8998.73,1.16,86.45,0.08,86.57,795
9600.86,0.65,29.01,0.23,22.83,898
8759.15,1.38,55.73,0.36,54.06,867
8285.64,1.29,66.61,0.11,63.05,856
6897.18,1.32,46.16,0.04,43.32,864
5957.72,0.85,47.34,0.5,39.73,704
1782.88,0.56,22.73,0.08,21.99,500
4676.08,0.58,54.99,0.48,55.22,604
4354.2,1.19,74.07,0.13,75.86,574
3337.78,1.42,15.29,0.26,15.46,662
7510.78,0.68,38.49,0.22,42.31,731
5462.88,1.36,93.92,0.07,105.52,524
1729.42,1.15,53.88,0.24,55.75,437
2981.65,1.18,81.72,0.3,78.22,500
7149.33,1.2,15.33,0.17,16.17,769
1685.18,0.56,74.77,0.08,73.61,450
8660.86,1.1,93.42,0.26,91.72,727
5456.32,0.98,73.9,0.26,76.53,688
5325.28,1.34,20.65,0.03,24.56,825
6331.67,0.93,77.84,0.0,84.46,677
8422.13,1.01,45.67,0.23,56.01,836
4130.28,1.08,58.94,0.04,53.1,629
7102.15,1.09,78.82,0.26,82.64,749
6091.59,0.9,16.24,0.14,8.4,813
3403.25,0.67,80.27,0.48,79.03,505
8907.67,0.75,45.28,0.32,45.14,918
8176.83,0.91,87.95,0.17,92.95,812
6926.07,1.12,11.16,0.46,12.33,797
8655.24,0.95,52.18,0.24,59.13,883
8805.65,1.29,86.52,0.12,89.47,713
7375.27,1.08,75.96,0.23,81.0,706
8533.12,0.84,95.21,0.24,91.4,751
7277.24,1.0,94.89,0.46,94.79,712
7121.27,0.86,87.47,0.38,86.74,685
6567.5,0.53,38.6,0.02,44.55,709
7774.45,0.78,29.16,0.38,33.28,788
2427.45,0.95,28.04,0.09,28.0,569
8927.84,0.76,41.85,0.41,41.07,889
8846.59,1.22,10.77,0.01,5.64,950
1263.23,1.36,80.07,0.49,85.97,389
8432.35,0.8,54.49,0.33,52.88,794
2159.83,0.52,94.41,0.04,93.22,409
4016.07,1.38,43.77,0.02,45.63,629
7691.57,1.08,67.54,0.03,67.54,821
2446.84,0.51,73.19,0.06,75.81,474
8361.7,1.0,30.21,0.22,28.86,913
8489.21,0.6,11.27,0.03,17.15,899
5567.21,1.17,10.77,0.16,16.72,818
1057.47,1.03,47.93,0.03,43.38,435
3583.34,1.41,66.3,0.5,66.37,534
6552.34,0.9,16.36,0.06,13.27,864
9830.68,1.42,61.41,0.36,60.56,869
6686.32,1.34,45.63,0.07,46.09,837
3338.23,1.25,36.13,0.13,34.67,591
6706.05,0.94,58.66,0.14,63.85,794
5859.87,0.91,13.48,0.49,10.73,800
8018.61,0.89,60.18,0.29,59.55,817
1962.83,0.55,31.35,0.16,30.72,444
7849.25,1.11,33.36,0.42,41.06,756
5871.4,1.3,89.6,0.09,86.99,600
9666.93,1.24,58.53,0.04,50.65,966
4076.85,1.08,61.25,0.38,62.43,591
6693.6,0.86,52.07,0.15,48.9,695
9388.25,1.19,66.81,0.46,68.1,857
1922.59,1.03,62.56,0.33,63.09,433
9435.06,1.34,95.17,0.24,103.06,756
7190.97,0.77,93.58,0.18,99.66,581
1610.53,0.6,24.36,0.11,27.45,570
3708.67,0.5,67.1,0.41,65.28,546
7373.55,1.24,13.09,0.38,14.67,946
1606.16,1.1,39.99,0.44,40.1,522
6239.53,0.56,23.16,0.3,14.72,778
4112.95,1.34,81.33,0.09,81.84,464
6588.24,0.98,29.61,0.25,26.04,758
1411.68,0.96,62.36,0.14,62.29,492
8843.83,1.18,19.32,0.01,18.1,931
9761.4,1.13,19.6,0.48,23.9,870
9719.9,0.74,11.07,0.26,3.3,1000
7746.87,1.14,16.6,0.06,9.43,869
2170.78,1.36,99.5,0.16,97.42,449
7824.37,0.89,79.0,0.19,77.75,779
1221.28,0.79,25.36,0.26,28.45,518
1199.11,0.56,95.57,0.19,97.21,346
3912.49,1.11,77.65,0.37,80.97,615
5397.79,1.26,12.6,0.09,16.07,756
7933.67,1.47,62.05,0.24,61.22,771
7149.66,1.11,10.91,0.47,13.9,824
5013.12,0.95,81.89,0.32,89.86,584
3462.64,1.44,34.21,0.12,33.4,672
9974.12,0.68,69.52,0.43,65.15,969
